query,context,label,source,query_length
"vehicle, introduced model year 2006, patrick carpentier currently drive nascar sprint cup series","['2014 NASCAR Sprint All-Star Race', '2013 Ford EcoBoost 400', 'Patrick Carpentier']",A,HotpotQA,118
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
hate feel tenth track alice chain album peaked number six billboard 200,"['Rosanne Cash discography', 'Train discography', 'I Love You Always Forever']",A,HotpotQA,110
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
"based sankt ulrich bei steyr, austria","['Feldkirchen in Kärnten', 'Steyr M1912', 'Saint Ulrich']",A,HotpotQA,50
What is water made of?,Basic knowledge or simple fact question.,S,synthetic,22
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
"summarize article san diego, california cnn -- condition created california gov. arnold schwarzenegger dubbed perfect storm fire eased wednesday, helping firefighter gain ground devastating southern california wildfires. plane drop fire retardant fourth day wildfire push","Local and federal officials probe suspected arson, offer $70,000 reward .
Wind speeds drop, humidity increases after Santa Ana winds change direction .
President Bush signs major disaster declaration for Southern California .
Home losses will likely top $1 billion in San Diego County, official says .",M,CNN,324
What is the capital of Egypt?,Basic knowledge or simple fact question.,S,synthetic,29
"summarize article basel, switzerland -- turkey suffered blow emre belozoglu ruled wednesday critical group clash euro 2008 co-hosts switzerland tearing hamstring training. emre miss turkey critical group clash switzerland tearing hamstring training. u","Midfielder Emre misses Turkey's Group A tie against co-hosts Switzerland .
Turkey sweating on the return of defensive duo Servet Cetin and Gokhan Zan .
Swiss captain Alexander Frei ruled out of rest of tournament with knee injury .",M,CNN,324
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
beyonce coached spanish song american,"Beyoncé's music is generally R&B, but she also incorporates pop, soul and funk into her songs. 4 demonstrated Beyoncé's exploration of 90s-style R&B, as well as further use of soul and hip hop than compared to previous releases. While she almost exclusively releases English songs, Beyoncé recorded several Spanish songs for Irreemplazable (re-recordings of songs from B'Day for a Spanish-language audience), and the re-release of B'Day. To record these, Beyoncé was coached phonetically by American ",S,SQuAD,60
How many days in a week?,Basic knowledge or simple fact question.,S,synthetic,24
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
"name band starred belinda carlisle released album, germicide 1977","['Wilder Shores', 'The Best of Belinda, Volume 1', 'A Place on Earth: The Greatest Hits']",A,HotpotQA,102
"gary harrison, began career 1970s written many major-label recorded song including several number-one hits, another artist recorded work include bryan white, american country music artist","['Everybody Knows (Trisha Yearwood song)', 'Between Now and Forever', 'Two Car Garage']",A,HotpotQA,233
Who wrote Hamlet?,Basic knowledge or simple fact question.,S,synthetic,17
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
What is the capital of Egypt?,Basic knowledge or simple fact question.,S,synthetic,29
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
"summarize article london, england cnn -- founder free burma coalition accused myanmar neighbor china india thursday failing share heavy lifting aiding victim myanmar cyclone. young survivor wait relief supply makeshift house bogaley. maung zarni,","Founder of dissident group: China, India need to be more persuasive with junta .
Maung Zarni questions usefulness of ASEAN regional group over disaster .
Activist criticizes Myanmar junta for not doing more to help victims .",M,CNN,324
"summarize article atlanta, georgia cnn -- 14 time. lebanon civil war full flood. one afternoon shell began raining neighborhood beirut. lebanese woman son run west beirut 1989 fighting rival forces. ran school screaming. forget th","CNN's Octavia Nasr: Will Lebanon's brief renaissance be snuffed out?
Nasr says Lebanon's key power players haven't changed since 1980s .
Nasr: Current struggle threatens to set Lebanon back 20 years .",M,CNN,324
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
first female achieve international artist award american music award,"Beyoncé has received numerous awards. As a solo artist she has sold over 15 million albums in the US, and over 118 million records worldwide (a further 60 million additionally with Destiny's Child), making her one of the best-selling music artists of all time. The Recording Industry Association of America (RIAA) listed Beyoncé as the top certified artist of the 2000s, with a total of 64 certifications. Her songs ""Crazy in Love"", ""Single Ladies (Put a Ring on It)"", ""Halo"", and ""Irreplaceable"" are",S,SQuAD,96
"andrey zvyagintsev drama, american city actual event upon drama based take place","['Leviathan (2014 film)', 'Loveless (film)', 'Voice of My Father']",A,HotpotQA,117
"summarize article sherman, texas cnn -- seventeenth person died injury suffered friday bus crash northern texas, hospital spokeswoman said sunday. damaged bus hauled crash scene flatbed truck friday sherman, texas. driver bus, carrying dozen vi","NEW: Another passenger from bus crash in northern Texas dies of injuries  Bus had a recapped tire on the right front, a federal investigator says .
The bus was operating illegally, federal agency says .
Survivor describes chaos during and after accident .",M,CNN,324
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
country hold fetteresso castle cowie castle,"['Cowie Bridge', 'Drumtochty Castle', 'Kirktown of Fetteresso']",A,HotpotQA,59
beyonce jay z married,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known fo",S,SQuAD,36
"1895 96 football league season eighth football league history everton, goodison park home, football stadium located walton, liverpool, country","['Liverpool F.C. league record by opponent', 'List of Liverpool F.C. players (1–24 appearances)', '2009–10 Everton F.C. season']",A,HotpotQA,186
